epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,36841.1,1.48456,0.6132,0.00188,0.88781,0.84601,0.88689,0.5275,1.53974,0.62565,0.00238,0.000322602,0.000322602,0.000322602
369,36955,1.55317,0.62615,0.00175,0.89081,0.86357,0.89088,0.52539,1.54339,0.62505,0.00239,0.000320454,0.000320454,0.000320454
370,37066.7,1.55866,0.62411,0.00177,0.89077,0.8482,0.88822,0.52346,1.54384,0.62421,0.00238,0.000318306,0.000318306,0.000318306
371,37171.9,1.48967,0.60631,0.00185,0.86479,0.83979,0.88764,0.51706,1.55077,0.63784,0.00242,0.000316158,0.000316158,0.000316158
372,37277.2,1.5117,0.61448,0.00183,0.87679,0.84408,0.8834,0.51943,1.54097,0.63399,0.0024,0.000314009,0.000314009,0.000314009
373,37385.5,1.51237,0.60453,0.00176,0.8672,0.85691,0.88671,0.52797,1.53523,0.62392,0.00238,0.000311861,0.000311861,0.000311861
374,37483.7,1.42845,0.57244,0.00181,0.87739,0.84613,0.88624,0.52519,1.54373,0.63516,0.0024,0.000309713,0.000309713,0.000309713
375,37588.3,1.55442,0.63579,0.0018,0.86949,0.85537,0.88594,0.51775,1.55818,0.64198,0.00243,0.000307565,0.000307565,0.000307565
376,37693.3,1.49798,0.61315,0.00183,0.87746,0.85638,0.88763,0.52592,1.55435,0.63032,0.0024,0.000305417,0.000305417,0.000305417
377,37795.5,1.4931,0.62234,0.00189,0.89557,0.8565,0.89105,0.52704,1.55991,0.63139,0.00241,0.000303268,0.000303268,0.000303268
378,37892.4,1.4871,0.61719,0.00182,0.87412,0.85802,0.88873,0.51813,1.56429,0.63602,0.00244,0.00030112,0.00030112,0.00030112
379,37995,1.5162,0.61008,0.00178,0.84929,0.8729,0.89089,0.51784,1.55942,0.63811,0.00242,0.000298972,0.000298972,0.000298972
380,38091.8,1.55298,0.63232,0.00175,0.8403,0.87943,0.88948,0.5226,1.54925,0.63872,0.00243,0.000296824,0.000296824,0.000296824
381,38184.9,1.537,0.62544,0.00184,0.85779,0.86196,0.88522,0.52475,1.54528,0.63246,0.00242,0.000294675,0.000294675,0.000294675
382,38280.9,1.47713,0.60061,0.00181,0.86178,0.86632,0.88729,0.52378,1.54749,0.63215,0.00241,0.000292527,0.000292527,0.000292527
383,38370.6,1.48338,0.59644,0.00185,0.89496,0.8534,0.88664,0.51766,1.55724,0.63717,0.00244,0.000290379,0.000290379,0.000290379
384,38467.7,1.52124,0.60064,0.0018,0.88363,0.83969,0.88258,0.52098,1.55258,0.64341,0.00243,0.000288231,0.000288231,0.000288231
385,38564.6,1.51504,0.60599,0.00178,0.88642,0.85257,0.88502,0.52489,1.55503,0.64035,0.00241,0.000286083,0.000286083,0.000286083
386,38665.3,1.54993,0.61499,0.00168,0.86934,0.87593,0.89202,0.53298,1.5419,0.62994,0.00239,0.000283934,0.000283934,0.000283934
387,38761.8,1.4798,0.6075,0.0018,0.88586,0.84248,0.89109,0.52992,1.53643,0.6273,0.00238,0.000281786,0.000281786,0.000281786
388,38847.5,1.47124,0.58242,0.00182,0.90935,0.81332,0.89011,0.52743,1.5405,0.62741,0.00238,0.000279638,0.000279638,0.000279638
389,38928.8,1.45912,0.58414,0.00181,0.84366,0.88161,0.89567,0.53382,1.54086,0.62804,0.00237,0.00027749,0.00027749,0.00027749
390,39020.1,1.4464,0.5966,0.00184,0.91097,0.82182,0.89325,0.53679,1.53446,0.62418,0.00236,0.000275341,0.000275341,0.000275341
391,39114.5,1.49295,0.57621,0.00175,0.8949,0.84248,0.88933,0.532,1.53484,0.63149,0.00235,0.000273193,0.000273193,0.000273193
392,39204.1,1.48822,0.61214,0.00185,0.87106,0.86092,0.88998,0.52717,1.54271,0.63219,0.00237,0.000271045,0.000271045,0.000271045
393,39294.3,1.44624,0.58055,0.00185,0.86849,0.85624,0.88953,0.53002,1.54027,0.63025,0.00239,0.000268897,0.000268897,0.000268897
394,39383.1,1.47,0.58132,0.00182,0.8876,0.84334,0.88606,0.52407,1.54405,0.63868,0.00239,0.000266748,0.000266748,0.000266748
395,39485,1.5108,0.6155,0.00178,0.87422,0.85683,0.88959,0.52075,1.54827,0.64586,0.00239,0.0002646,0.0002646,0.0002646
396,39576.5,1.46755,0.57807,0.00177,0.8854,0.85128,0.8899,0.51955,1.54942,0.64564,0.00243,0.000262452,0.000262452,0.000262452
397,39667.9,1.50323,0.63014,0.0018,0.86135,0.87664,0.89122,0.52194,1.54369,0.64171,0.00241,0.000260304,0.000260304,0.000260304
398,39772.2,1.55181,0.62495,0.00174,0.87225,0.87376,0.89547,0.52862,1.54315,0.63568,0.00239,0.000258156,0.000258156,0.000258156
399,39870,1.52694,0.6128,0.00172,0.87743,0.85278,0.89516,0.52825,1.54467,0.63393,0.00239,0.000256007,0.000256007,0.000256007
400,39966.8,1.44372,0.58714,0.00183,0.87484,0.85196,0.89083,0.53116,1.54164,0.63562,0.00237,0.000253859,0.000253859,0.000253859
401,40091,1.48737,0.6132,0.00172,0.87654,0.85632,0.89345,0.53562,1.54071,0.63554,0.00239,0.000251711,0.000251711,0.000251711
402,40185.1,1.44794,0.56977,0.00178,0.90117,0.84136,0.8954,0.5402,1.54154,0.64271,0.00239,0.000249563,0.000249563,0.000249563
403,40276.5,1.47665,0.59514,0.00183,0.86685,0.87921,0.89315,0.53427,1.54209,0.6392,0.0024,0.000247414,0.000247414,0.000247414
